category,course,lesson,txt_path,video_path,has_sd,has_ld,audio_path,youtube_vid,title,short_title
对话,08 佛法与科学是殊途同归-索达吉堪布采访朱清时教授,采访朱清时教授4-用物理学证实轮回转世,,,0.0,0.0,对话/08 佛法与科学是殊途同归-索达吉堪布采访朱清时教授/采访朱清时教授4-用物理学证实轮回转世.m4a,w2_gyWFbeMM,索达吉堪布采访朱清时教授,4、用物理学证实轮回转世
对话,08 佛法与科学是殊途同归-索达吉堪布采访朱清时教授,采访朱清时教授5-佛学：似是宗教，实是科学,,,0.0,0.0,对话/08 佛法与科学是殊途同归-索达吉堪布采访朱清时教授/采访朱清时教授5-佛学：似是宗教，实是科学.m4a,39mg7nNwT5w,索达吉堪布采访朱清时教授,5、佛学：似是宗教，实是科学
对话,08 佛法与科学是殊途同归-索达吉堪布采访朱清时教授,采访朱清时教授6-不应丢弃的传统宝藏,,,0.0,0.0,对话/08 佛法与科学是殊途同归-索达吉堪布采访朱清时教授/采访朱清时教授6-不应丢弃的传统宝藏.m4a,PW7RZIWbPH4,索达吉堪布采访朱清时教授,6、不应丢弃的传统宝藏
对话,08 佛法与科学是殊途同归-索达吉堪布采访朱清时教授,采访朱清时教授7-结语：公正对待佛教与科学,,,0.0,0.0,对话/08 佛法与科学是殊途同归-索达吉堪布采访朱清时教授/采访朱清时教授7-结语：公正对待佛教与科学.m4a,jo1_pk05LH8,索达吉堪布采访朱清时教授,7、结语：公正对待佛教与科学
社会演讲,08 北京世界图书出版公司-佛学与个人成长,佛学与个人成长-演讲-北京世界图书出版公司,,,0.0,0.0,社会演讲/08 北京世界图书出版公司-佛学与个人成长/佛学与个人成长-演讲-北京世界图书出版公司.m4a,P-qtn80r1_k,佛学与个人成长,演讲
社会演讲,08 北京世界图书出版公司-佛学与个人成长,佛学与个人成长-问答-北京世界图书出版公司,,,0.0,0.0,社会演讲/08 北京世界图书出版公司-佛学与个人成长/佛学与个人成长-问答-北京世界图书出版公司.m4a,r4c0qVooWno,佛学与个人成长,问答
大学演讲,08 打开心扉的密钥,逐梦人生——开启心灵教育-演讲-香港教育学院,大学演讲/08 打开心扉的密钥/逐梦人生——开启心灵教育-演讲-香港教育学院.html,,0.0,0.0,大学演讲/08 打开心扉的密钥/逐梦人生——开启心灵教育-演讲-香港教育学院.m4a,lspXxL3wvVI,香港教育学院,演讲：逐梦人生——开启心灵教育
大学演讲,08 打开心扉的密钥,逐梦人生——开启心灵教育-问答-香港教育学院,大学演讲/08 打开心扉的密钥/逐梦人生——开启心灵教育-问答-香港教育学院.html,,0.0,0.0,大学演讲/08 打开心扉的密钥/逐梦人生——开启心灵教育-问答-香港教育学院.m4a,e5XM3p9Vfuc,香港教育学院,问答
大学演讲,08 打开心扉的密钥,科技发达时代的佛法教育-演讲-香港科技大学,大学演讲/08 打开心扉的密钥/科技发达时代的佛法教育-演讲-香港科技大学.html,,0.0,0.0,大学演讲/08 打开心扉的密钥/科技发达时代的佛法教育-演讲-香港科技大学.m4a,hDzL7drp3Tw,香港科技大学,演讲：科技发达时代的佛法教育
大学演讲,08 打开心扉的密钥,科技发达时代的佛法教育-问答-香港科技大学,大学演讲/08 打开心扉的密钥/科技发达时代的佛法教育-问答-香港科技大学.html,,0.0,0.0,大学演讲/08 打开心扉的密钥/科技发达时代的佛法教育-问答-香港科技大学.m4a,QgFk6gwTWLo,香港科技大学,问答
大学演讲,08 打开心扉的密钥,自心宝藏的探索-演讲-香港大学,大学演讲/08 打开心扉的密钥/自心宝藏的探索-演讲-香港大学.html,,0.0,0.0,大学演讲/08 打开心扉的密钥/自心宝藏的探索-演讲-香港大学.m4a,tt2NjlkrJjo,香港大学,演讲：自心宝藏的探索
大学演讲,08 打开心扉的密钥,自心宝藏的探索-问答-香港大学,大学演讲/08 打开心扉的密钥/自心宝藏的探索-问答-香港大学.html,,0.0,0.0,大学演讲/08 打开心扉的密钥/自心宝藏的探索-问答-香港大学.m4a,8BDSFbvv7oI,香港大学,问答
大学演讲,09 一切从心开始,问佛陀情为何物-演讲-厦门大学,大学演讲/09 一切从心开始/问佛陀情为何物-演讲-厦门大学.html,,0.0,0.0,大学演讲/09 一切从心开始/问佛陀情为何物-演讲-厦门大学.m4a,H_nCb4zW1S8,厦门大学,演讲：问佛陀情为何物
大学演讲,09 一切从心开始,问佛陀情为何物-问答-厦门大学,大学演讲/09 一切从心开始/问佛陀情为何物-问答-厦门大学.html,,0.0,0.0,大学演讲/09 一切从心开始/问佛陀情为何物-问答-厦门大学.m4a,55rxw0iZWKI,厦门大学,问答
大学演讲,09 一切从心开始,佛教的低贪生活-演讲-广西大学,大学演讲/09 一切从心开始/佛教的低贪生活-演讲-广西大学.html,,0.0,0.0,大学演讲/09 一切从心开始/佛教的低贪生活-演讲-广西大学.m4a,jwa253oI5C0,广西大学,演讲：佛教的低贪生活
大学演讲,09 一切从心开始,佛教的低贪生活-问答-广西大学,大学演讲/09 一切从心开始/佛教的低贪生活-问答-广西大学.html,,0.0,0.0,大学演讲/09 一切从心开始/佛教的低贪生活-问答-广西大学.m4a,j-3uzx8MDoM,广西大学,问答
大学演讲,09 一切从心开始,幸福的根本是心-演讲-汕头大学,大学演讲/09 一切从心开始/幸福的根本是心-演讲-汕头大学.html,,0.0,0.0,大学演讲/09 一切从心开始/幸福的根本是心-演讲-汕头大学.m4a,9YTYSlwmKv0,汕头大学,演讲：幸福的根本是心
大学演讲,09 一切从心开始,幸福的根本是心-问答-汕头大学,大学演讲/09 一切从心开始/幸福的根本是心-问答-汕头大学.html,,0.0,0.0,大学演讲/09 一切从心开始/幸福的根本是心-问答-汕头大学.m4a,ES3ruBDgoVU,汕头大学,问答
对话,09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授,对话威廉·道格拉斯教授-片头,,,0.0,0.0,对话/09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授/对话威廉·道格拉斯教授-片头.m4a,qEW4esHWrZU,索达吉堪布对话威廉·道格拉斯教授,片头
对话,09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授,对话威廉·道格拉斯教授1-适合欧洲大学生的法门,,,0.0,0.0,对话/09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授/对话威廉·道格拉斯教授1-适合欧洲大学生的法门.m4a,2QPOenDjvdk,索达吉堪布对话威廉·道格拉斯教授,1、适合欧洲大学生的法门
对话,09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授,对话威廉·道格拉斯教授2-教授：我一生修行的感受,,,0.0,0.0,对话/09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授/对话威廉·道格拉斯教授2-教授：我一生修行的感受.m4a,adf7dqBPtxQ,索达吉堪布对话威廉·道格拉斯教授,2、教授：我一生修行的感受
对话,09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授,对话威廉·道格拉斯教授3-科学和佛教应大胆地对话,,,0.0,0.0,对话/09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授/对话威廉·道格拉斯教授3-科学和佛教应大胆地对话.m4a,XlxRH0l0ucU,索达吉堪布对话威廉·道格拉斯教授,3、科学和佛教应大胆地对话
对话,09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授,对话威廉·道格拉斯教授4-关于传承和教派,,,0.0,0.0,对话/09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授/对话威廉·道格拉斯教授4-关于传承和教派.m4a,OZm2Tl-yJ2E,索达吉堪布对话威廉·道格拉斯教授,4、关于传承和教派
对话,09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授,对话威廉·道格拉斯教授5-宁玛大德与现代科学有关的著作,,,0.0,0.0,对话/09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授/对话威廉·道格拉斯教授5-宁玛大德与现代科学有关的著作.m4a,pyvfyaBji2k,索达吉堪布对话威廉·道格拉斯教授,5、宁玛大德与现代科学有关的著作
对话,09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授,对话威廉·道格拉斯教授6-在阿伯丁禅修,,,0.0,0.0,对话/09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授/对话威廉·道格拉斯教授6-在阿伯丁禅修.m4a,KUcgrR3ZFGU,索达吉堪布对话威廉·道格拉斯教授,6、在阿伯丁禅修
对话,09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授,对话威廉·道格拉斯教授7-传承的耳环,,,0.0,0.0,对话/09 文殊菩萨的智慧宝剑-索达吉堪布对话威廉·道格拉斯教授/对话威廉·道格拉斯教授7-传承的耳环.m4a,eR6T5uRfWUU,索达吉堪布对话威廉·道格拉斯教授,7、传承的耳环
社会演讲,09 清华卓越领导学堂-觉悟的智慧 灵魂的洗涤,觉悟的智慧 灵魂的洗涤-演讲-清华卓越领导学堂,,,0.0,0.0,社会演讲/09 清华卓越领导学堂-觉悟的智慧 灵魂的洗涤/觉悟的智慧 灵魂的洗涤-演讲-清华卓越领导学堂.m4a,5dcXvHKX3HU,觉悟的智慧 灵魂的洗涤,演讲
社会演讲,09 清华卓越领导学堂-觉悟的智慧 灵魂的洗涤,觉悟的智慧 灵魂的洗涤-问答-清华卓越领导学堂,,,0.0,0.0,社会演讲/09 清华卓越领导学堂-觉悟的智慧 灵魂的洗涤/觉悟的智慧 灵魂的洗涤-问答-清华卓越领导学堂.m4a,gRqsIfZWrsc,觉悟的智慧 灵魂的洗涤,问答
对话,10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授,对话朱清时教授1-回归,,,0.0,0.0,对话/10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授/对话朱清时教授1-回归.m4a,HiO4TbHI-pk,索达吉堪布对话朱清时教授,1、回归
对话,10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授,对话朱清时教授2-用科学的实证精神修行佛法,,,0.0,0.0,对话/10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授/对话朱清时教授2-用科学的实证精神修行佛法.m4a,t-XVDzsFEs0,索达吉堪布对话朱清时教授,2、用科学的实证精神修行佛法
对话,10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授,对话朱清时教授3-量子纠缠与灵魂不灭,,,0.0,0.0,对话/10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授/对话朱清时教授3-量子纠缠与灵魂不灭.m4a,li0VC2HNUu8,索达吉堪布对话朱清时教授,3、量子纠缠与灵魂不灭
对话,10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授,对话朱清时教授4-物质和精神如双足并进,,,0.0,0.0,对话/10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授/对话朱清时教授4-物质和精神如双足并进.m4a,tCljBvDzylQ,索达吉堪布对话朱清时教授,4、物质和精神如双足并进
对话,10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授,对话朱清时教授5-依佛学回答大爆炸理论的疑点,,,0.0,0.0,对话/10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授/对话朱清时教授5-依佛学回答大爆炸理论的疑点.m4a,ofy5cVVT9RE,索达吉堪布对话朱清时教授,5、依佛学回答大爆炸理论的疑点
对话,10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授,对话朱清时教授6-我不看月亮时，月亮存在吗,,,0.0,0.0,对话/10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授/对话朱清时教授6-我不看月亮时，月亮存在吗.m4a,jwKz9VrCJG8,索达吉堪布对话朱清时教授,6、我不看月亮时，月亮存在吗
对话,10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授,对话朱清时教授7-一切和业配套,,,0.0,0.0,对话/10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授/对话朱清时教授7-一切和业配套.m4a,37br_DgZoyA,索达吉堪布对话朱清时教授,7、一切和业配套
对话,10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授,对话朱清时教授8-云端存储连接前生后世,,,0.0,0.0,对话/10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授/对话朱清时教授8-云端存储连接前生后世.m4a,xiSM5lT-v6s,索达吉堪布对话朱清时教授,8、云端存储连接前生后世
对话,10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授,对话朱清时教授9-成佛后是什么样,,,0.0,0.0,对话/10 当科学与佛法不谋而合-索达吉堪布对话朱清时教授/对话朱清时教授9-成佛后是什么样.m4a,kDKweO0ujSo,索达吉堪布对话朱清时教授,9、成佛后是什么样
大学演讲,10 无私带来的喜乐,“如来藏”思想-演讲-厦门大学,大学演讲/10 无私带来的喜乐/“如来藏”思想-演讲-厦门大学.html,,0.0,0.0,大学演讲/10 无私带来的喜乐/“如来藏”思想-演讲-厦门大学.m4a,auDBzodYLCA,厦门大学,演讲：“如来藏”思想
大学演讲,10 无私带来的喜乐,“如来藏”思想-问答-厦门大学,大学演讲/10 无私带来的喜乐/“如来藏”思想-问答-厦门大学.html,,0.0,0.0,大学演讲/10 无私带来的喜乐/“如来藏”思想-问答-厦门大学.m4a,QLsFRaytgIs,厦门大学,问答
大学演讲,10 无私带来的喜乐,心底无私天地宽-演讲-兰州商学院,大学演讲/10 无私带来的喜乐/心底无私天地宽-演讲-兰州商学院.html,,0.0,0.0,大学演讲/10 无私带来的喜乐/心底无私天地宽-演讲-兰州商学院.m4a,nuqjPYKQKTs,兰州商学院,演讲：心底无私天地宽
大学演讲,10 无私带来的喜乐,心底无私天地宽-问答-兰州商学院,大学演讲/10 无私带来的喜乐/心底无私天地宽-问答-兰州商学院.html,,0.0,0.0,大学演讲/10 无私带来的喜乐/心底无私天地宽-问答-兰州商学院.m4a,xUWSR6nVNOA,兰州商学院,问答
大学演讲,10 无私带来的喜乐,授人玫瑰 手有余香-演讲-慈慧晚宴,大学演讲/10 无私带来的喜乐/授人玫瑰 手有余香-演讲-慈慧晚宴.html,,0.0,0.0,大学演讲/10 无私带来的喜乐/授人玫瑰 手有余香-演讲-慈慧晚宴.m4a,EaXCXLrNYIM,慈慧晚宴,演讲：授人玫瑰 手有余香
大学演讲,10 无私带来的喜乐,付出从心开始-演讲-慈慧年会,大学演讲/10 无私带来的喜乐/付出从心开始-演讲-慈慧年会.html,,0.0,0.0,大学演讲/10 无私带来的喜乐/付出从心开始-演讲-慈慧年会.m4a,VbrIQUmXbaQ,慈慧年会,演讲：付出从心开始
社会演讲,10 重庆企业-善与事业,善与事业-演讲-重庆企业,,,0.0,0.0,社会演讲/10 重庆企业-善与事业/善与事业-演讲-重庆企业.m4a,9wnPVGF6DA0,善与事业,演讲
社会演讲,10 重庆企业-善与事业,善与事业-问答-重庆企业,,,0.0,0.0,社会演讲/10 重庆企业-善与事业/善与事业-问答-重庆企业.m4a,YBSQHd2slbI,善与事业,问答
社会演讲,11 北京启明星辰-佛学在现代商业中的意义,佛学在现代商业中的意义-演讲-北京启明星辰,,,0.0,0.0,社会演讲/11 北京启明星辰-佛学在现代商业中的意义/佛学在现代商业中的意义-演讲-北京启明星辰.m4a,hTy_HDrHm5g,佛学在现代商业中的意义,演讲
社会演讲,11 北京启明星辰-佛学在现代商业中的意义,佛学在现代商业中的意义-问答-北京启明星辰,,,0.0,0.0,社会演讲/11 北京启明星辰-佛学在现代商业中的意义/佛学在现代商业中的意义-问答-北京启明星辰.m4a,ZS_ykM2BWBk,佛学在现代商业中的意义,问答
大学演讲,11 发掘永远的财富,禅与财富管理-演讲-北京大学,大学演讲/11 发掘永远的财富/禅与财富管理-演讲-北京大学.html,,0.0,0.0,大学演讲/11 发掘永远的财富/禅与财富管理-演讲-北京大学.m4a,whElE9ElZmI,北京大学,演讲：禅与财富管理
大学演讲,11 发掘永远的财富,禅与财富管理-问答-北京大学,大学演讲/11 发掘永远的财富/禅与财富管理-问答-北京大学.html,,0.0,0.0,大学演讲/11 发掘永远的财富/禅与财富管理-问答-北京大学.m4a,o4rgCyPCrbA,北京大学,问答
大学演讲,11 发掘永远的财富,扎根于内心的财富-演讲-清华大学,大学演讲/11 发掘永远的财富/扎根于内心的财富-演讲-清华大学.html,,0.0,0.0,大学演讲/11 发掘永远的财富/扎根于内心的财富-演讲-清华大学.m4a,aIlmD_ePiIk,清华大学,演讲：扎根于内心的财富
大学演讲,11 发掘永远的财富,扎根于内心的财富-问答-清华大学,大学演讲/11 发掘永远的财富/扎根于内心的财富-问答-清华大学.html,,0.0,0.0,大学演讲/11 发掘永远的财富/扎根于内心的财富-问答-清华大学.m4a,758ukoceadU,清华大学,问答
大学演讲,11 发掘永远的财富,自他快乐的八个秘诀-演讲-上海交通大学,大学演讲/11 发掘永远的财富/自他快乐的八个秘诀-演讲-上海交通大学.html,,0.0,0.0,大学演讲/11 发掘永远的财富/自他快乐的八个秘诀-演讲-上海交通大学.m4a,xVeVzQYy2jQ,上海交通大学,演讲：自他快乐的八个秘诀
大学演讲,11 发掘永远的财富,自他快乐的八个秘诀-问答-上海交通大学,大学演讲/11 发掘永远的财富/自他快乐的八个秘诀-问答-上海交通大学.html,,0.0,0.0,大学演讲/11 发掘永远的财富/自他快乐的八个秘诀-问答-上海交通大学.m4a,3zpXuPtF4Vs,上海交通大学,问答
对话,11 科学与佛教的握手-索达吉堪布对话潘宗光教授,对话潘宗光教授1-宗教需要智慧，科学需要慈悲,,,0.0,0.0,对话/11 科学与佛教的握手-索达吉堪布对话潘宗光教授/对话潘宗光教授1-宗教需要智慧，科学需要慈悲.m4a,mAayXsoc_Us,索达吉堪布对话潘宗光教授,1、宗教需要智慧，科学需要慈悲
对话,11 科学与佛教的握手-索达吉堪布对话潘宗光教授,对话潘宗光教授2-能否用科学证明佛教？,,,0.0,0.0,对话/11 科学与佛教的握手-索达吉堪布对话潘宗光教授/对话潘宗光教授2-能否用科学证明佛教？.m4a,mrWGk5_gmjU,索达吉堪布对话潘宗光教授,2、能否用科学证明佛教？
对话,11 科学与佛教的握手-索达吉堪布对话潘宗光教授,对话潘宗光教授3-如果你没有震惊,,,0.0,0.0,对话/11 科学与佛教的握手-索达吉堪布对话潘宗光教授/对话潘宗光教授3-如果你没有震惊.m4a,BYNBN3QincA,索达吉堪布对话潘宗光教授,3、如果你没有震惊
对话,11 科学与佛教的握手-索达吉堪布对话潘宗光教授,对话潘宗光教授4-科学家的宗教信仰,,,0.0,0.0,对话/11 科学与佛教的握手-索达吉堪布对话潘宗光教授/对话潘宗光教授4-科学家的宗教信仰.m4a,TeCFmo4I3h0,索达吉堪布对话潘宗光教授,4、科学家的宗教信仰
对话,11 科学与佛教的握手-索达吉堪布对话潘宗光教授,对话潘宗光教授5-人工智能的不能,,,0.0,0.0,对话/11 科学与佛教的握手-索达吉堪布对话潘宗光教授/对话潘宗光教授5-人工智能的不能.m4a,CY-hRdwKfxk,索达吉堪布对话潘宗光教授,5、人工智能的不能
对话,11 科学与佛教的握手-索达吉堪布对话潘宗光教授,对话潘宗光教授6-互动问答,,,0.0,0.0,对话/11 科学与佛教的握手-索达吉堪布对话潘宗光教授/对话潘宗光教授6-互动问答.m4a,xsns_3W55jA,索达吉堪布对话潘宗光教授,6、互动问答
对话,12 兴衰的幻剧-索达吉堪布对话阎雨院长,对话阎雨院长1-辉煌，逃不出无常的网,,,0.0,0.0,对话/12 兴衰的幻剧-索达吉堪布对话阎雨院长/对话阎雨院长1-辉煌，逃不出无常的网.m4a,1L3qqC5B0nQ,索达吉堪布对话阎雨院长,1、辉煌，逃不出无常的网
对话,12 兴衰的幻剧-索达吉堪布对话阎雨院长,对话阎雨院长2-文明的冲突，历史与隐忧,,,0.0,0.0,对话/12 兴衰的幻剧-索达吉堪布对话阎雨院长/对话阎雨院长2-文明的冲突，历史与隐忧.m4a,-g0HZxrnLSY,索达吉堪布对话阎雨院长,2、文明的冲突，历史与隐忧
对话,12 兴衰的幻剧-索达吉堪布对话阎雨院长,对话阎雨院长3-谈谈人间佛教,,,0.0,0.0,对话/12 兴衰的幻剧-索达吉堪布对话阎雨院长/对话阎雨院长3-谈谈人间佛教.m4a,Am6sKNCXOuI,索达吉堪布对话阎雨院长,3、谈谈人间佛教
对话,12 兴衰的幻剧-索达吉堪布对话阎雨院长,对话阎雨院长4-藏密热潮,,,0.0,0.0,对话/12 兴衰的幻剧-索达吉堪布对话阎雨院长/对话阎雨院长4-藏密热潮.m4a,GG4oNmUNdlw,索达吉堪布对话阎雨院长,4、藏密热潮
对话,12 兴衰的幻剧-索达吉堪布对话阎雨院长,对话阎雨院长5-法无高下，显密圆融,,,0.0,0.0,对话/12 兴衰的幻剧-索达吉堪布对话阎雨院长/对话阎雨院长5-法无高下，显密圆融.m4a,3OTCwFbPDFU,索达吉堪布对话阎雨院长,5、法无高下，显密圆融
社会演讲,12 北京搜狐-互联网时代的佛学传播,互联网时代的佛学传播-演讲-北京搜狐,,,0.0,0.0,社会演讲/12 北京搜狐-互联网时代的佛学传播/互联网时代的佛学传播-演讲-北京搜狐.m4a,iFNTfFe0Yz8,互联网时代的佛学传播,演讲
社会演讲,12 北京搜狐-互联网时代的佛学传播,互联网时代的佛学传播-问答-北京搜狐,,,0.0,0.0,社会演讲/12 北京搜狐-互联网时代的佛学传播/互联网时代的佛学传播-问答-北京搜狐.m4a,jO981Q0cCSA,互联网时代的佛学传播,问答
大学演讲,12 探寻藏地瑰宝,佛教与心灵教育-演讲-第二届世界青年佛学研讨会,大学演讲/12 探寻藏地瑰宝/佛教与心灵教育-演讲-第二届世界青年佛学研讨会.html,,0.0,0.0,大学演讲/12 探寻藏地瑰宝/佛教与心灵教育-演讲-第二届世界青年佛学研讨会.m4a,M1ZkSavEHLs,第二届世界青年佛学研讨会,演讲：佛教与心灵教育
大学演讲,12 探寻藏地瑰宝,佛教与心灵教育-问答-第二届世界青年佛学研讨会,大学演讲/12 探寻藏地瑰宝/佛教与心灵教育-问答-第二届世界青年佛学研讨会.html,,0.0,0.0,大学演讲/12 探寻藏地瑰宝/佛教与心灵教育-问答-第二届世界青年佛学研讨会.m4a,Z2AEeciFH2k,第二届世界青年佛学研讨会,问答
大学演讲,12 探寻藏地瑰宝,怎样修学密宗-演讲-香港理工大学,大学演讲/12 探寻藏地瑰宝/怎样修学密宗-演讲-香港理工大学.html,,0.0,0.0,大学演讲/12 探寻藏地瑰宝/怎样修学密宗-演讲-香港理工大学.m4a,nzi9GYwgYUs,香港理工大学,演讲：怎样修学密宗
大学演讲,12 探寻藏地瑰宝,怎样修学密宗-问答-香港理工大学,大学演讲/12 探寻藏地瑰宝/怎样修学密宗-问答-香港理工大学.html,,0.0,0.0,大学演讲/12 探寻藏地瑰宝/怎样修学密宗-问答-香港理工大学.m4a,nBSjNVYLXlY,香港理工大学,问答
大学演讲,12 探寻藏地瑰宝,当代藏医药学者的历史使命-演讲-成都中医药大学,大学演讲/12 探寻藏地瑰宝/当代藏医药学者的历史使命-演讲-成都中医药大学.html,,0.0,0.0,大学演讲/12 探寻藏地瑰宝/当代藏医药学者的历史使命-演讲-成都中医药大学.m4a,NVLKdpvh_gE,成都中医药大学,演讲：当代藏医药学者的历史使命
大学演讲,12 探寻藏地瑰宝,当代藏医药学者的历史使命-问答-成都中医药大学,大学演讲/12 探寻藏地瑰宝/当代藏医药学者的历史使命-问答-成都中医药大学.html,,0.0,0.0,大学演讲/12 探寻藏地瑰宝/当代藏医药学者的历史使命-问答-成都中医药大学.m4a,txZkJtjyekQ,成都中医药大学,问答
大学演讲,13 拯救“压力山大”,幸福的根本是心-演讲-上海交通大学,大学演讲/13 拯救“压力山大”/幸福的根本是心-演讲-上海交通大学.html,,0.0,0.0,大学演讲/13 拯救“压力山大”/幸福的根本是心-演讲-上海交通大学.m4a,lHtCne2lIQs,上海交通大学,演讲：幸福的根本是心
大学演讲,13 拯救“压力山大”,幸福的根本是心-问答-上海交通大学,大学演讲/13 拯救“压力山大”/幸福的根本是心-问答-上海交通大学.html,,0.0,0.0,大学演讲/13 拯救“压力山大”/幸福的根本是心-问答-上海交通大学.m4a,-e8IezjVPr4,上海交通大学,问答
大学演讲,13 拯救“压力山大”,慧悟人生，荷担科学未来-演讲-山东理工大学,大学演讲/13 拯救“压力山大”/慧悟人生，荷担科学未来-演讲-山东理工大学.html,,0.0,0.0,大学演讲/13 拯救“压力山大”/慧悟人生，荷担科学未来-演讲-山东理工大学.m4a,J090Wc--ERU,山东理工大学,演讲：慧悟人生，荷担科学未来
大学演讲,13 拯救“压力山大”,慧悟人生，荷担科学未来-问答-山东理工大学,大学演讲/13 拯救“压力山大”/慧悟人生，荷担科学未来-问答-山东理工大学.html,,0.0,0.0,大学演讲/13 拯救“压力山大”/慧悟人生，荷担科学未来-问答-山东理工大学.m4a,uT30g9GSb_g,山东理工大学,问答
大学演讲,13 拯救“压力山大”,减轻压力的智慧-演讲-广西师范大学,大学演讲/13 拯救“压力山大”/减轻压力的智慧-演讲-广西师范大学.html,,0.0,0.0,大学演讲/13 拯救“压力山大”/减轻压力的智慧-演讲-广西师范大学.m4a,pxQH5Uy46y8,广西师范大学,演讲：减轻压力的智慧
大学演讲,13 拯救“压力山大”,减轻压力的智慧-问答-广西师范大学,大学演讲/13 拯救“压力山大”/减轻压力的智慧-问答-广西师范大学.html,,0.0,0.0,大学演讲/13 拯救“压力山大”/减轻压力的智慧-问答-广西师范大学.m4a,kslIUwMjvK0,广西师范大学,问答
社会演讲,13 杭州淘宝大学-佛法与人生,佛法与人生-演讲-杭州淘宝大学,,,0.0,0.0,社会演讲/13 杭州淘宝大学-佛法与人生/佛法与人生-演讲-杭州淘宝大学.m4a,MlE-gokNCHM,佛法与人生,演讲
社会演讲,13 杭州淘宝大学-佛法与人生,佛法与人生-问答-杭州淘宝大学,,,0.0,0.0,社会演讲/13 杭州淘宝大学-佛法与人生/佛法与人生-问答-杭州淘宝大学.m4a,ngODm3Ok1Oo,佛法与人生,问答
对话,13-1 从大学校长到佛法传播者-索达吉堪布对话潘宗光教授,对话潘宗光教授1-极乐世界存在的科学原理,,,0.0,0.0,对话/13-1 从大学校长到佛法传播者-索达吉堪布对话潘宗光教授/对话潘宗光教授1-极乐世界存在的科学原理.m4a,Kd6WZCMcQX0,索达吉堪布对话潘宗光教授,1、极乐世界存在的科学原理
对话,13-1 从大学校长到佛法传播者-索达吉堪布对话潘宗光教授,对话潘宗光教授2-我为什么念阿弥陀佛,,,0.0,0.0,对话/13-1 从大学校长到佛法传播者-索达吉堪布对话潘宗光教授/对话潘宗光教授2-我为什么念阿弥陀佛.m4a,gXpDq-a9YCA,索达吉堪布对话潘宗光教授,2、我为什么念阿弥陀佛
对话,13-1 从大学校长到佛法传播者-索达吉堪布对话潘宗光教授,对话潘宗光教授3-年轻人也要念佛,,,0.0,0.0,对话/13-1 从大学校长到佛法传播者-索达吉堪布对话潘宗光教授/对话潘宗光教授3-年轻人也要念佛.m4a,H-cG8Qn_Qgw,索达吉堪布对话潘宗光教授,3、年轻人也要念佛
对话,13-1 从大学校长到佛法传播者-索达吉堪布对话潘宗光教授,对话潘宗光教授4-传播佛法，我有一种使命感,,,0.0,0.0,对话/13-1 从大学校长到佛法传播者-索达吉堪布对话潘宗光教授/对话潘宗光教授4-传播佛法，我有一种使命感.m4a,DTh9fCqMHaY,索达吉堪布对话潘宗光教授,4、传播佛法，我有一种使命感
对话,13-1 从大学校长到佛法传播者-索达吉堪布对话潘宗光教授,对话潘宗光教授5-逆着时代的洪流,,,0.0,0.0,对话/13-1 从大学校长到佛法传播者-索达吉堪布对话潘宗光教授/对话潘宗光教授5-逆着时代的洪流.m4a,DYQMa28MJIo,索达吉堪布对话潘宗光教授,5、逆着时代的洪流
